loan_id,borrower_id,loan_type,disbursement_date,loan_amount,interest_rate,tenure_months,emi,outstanding_principal,dpd_bucket,months_active,base_risk_score,vintage,ticket_size,payment_delayed_5d,partial_payment,segment_high_default
LN02615,BR64432,Personal,2024-06-03,399000.0,21.58,60,10924.88,268992.5,90+ DPD,23,0.2258,12-24M,2-10L,True,True,True
LN02616,BR13145,Home,2026-01-29,8489000.0,9.72,180,89774.62,8328652.22,30 DPD,4,0.07,0-6M,50L+,True,False,False
LN02617,BR56309,Personal,2023-09-10,60000.0,14.59,24,2897.52,9000.0,Current,24,0.2059,12-24M,<2L,True,True,False
LN02618,BR99707,Auto,2024-10-26,1622000.0,10.07,60,34518.6,1185411.67,Current,19,0.08,12-24M,10-50L,True,False,False
LN02619,BR24435,Home,2025-06-15,4790000.0,9.35,300,41351.71,4640711.67,Current,11,0.03,6-12M,10-50L,False,False,False
LN02620,BR46937,Personal,2025-07-07,152000.0,13.16,24,7237.79,98166.67,60 DPD,10,0.1916,6-12M,<2L,True,True,False
LN02621,BR25512,Personal,2025-08-28,199000.0,10.62,36,6479.25,156712.5,60 DPD,9,0.18,6-12M,<2L,True,True,False
LN02622,BR89233,Home,2025-08-11,3847000.0,11.88,240,42037.39,3724376.88,Current,9,0.03,6-12M,10-50L,False,False,False
LN02623,BR53888,Personal,2025-02-01,309000.0,15.33,24,15030.87,144843.75,Current,15,0.1633,12-24M,2-10L,True,True,False
LN02624,BR29689,Personal,2025-01-25,679000.0,10.93,60,14739.41,525093.33,Current,16,0.13,12-24M,2-10L,True,False,False
LN02625,BR55663,Business,2022-08-01,4514000.0,17.36,48,131093.92,916906.25,Current,45,0.1636,24M+,10-50L,True,True,False
LN02626,BR96734,Home,2024-07-25,6884000.0,9.24,120,88100.26,5811243.33,Current,22,0.06,12-24M,50L+,False,False,False
LN02627,BR20009,Home,2024-08-06,1403000.0,7.74,240,11509.25,1298651.88,90+ DPD,21,0.03,12-24M,10-50L,True,False,False
LN02628,BR29213,Home,2025-04-02,5947000.0,11.5,120,83612.11,5399380.42,Current,13,0.06,12-24M,50L+,False,False,False
LN02629,BR72709,Personal,2025-04-04,667000.0,13.34,36,22583.25,462268.06,Current,13,0.1434,12-24M,2-10L,True,True,False
LN02630,BR46500,Personal,2025-06-14,287000.0,15.9,12,26026.18,63379.17,60 DPD,11,0.169,6-12M,2-10L,True,True,False
LN02631,BR26716,Personal,2025-07-30,428000.0,21.32,24,22060.39,276416.67,30 DPD,10,0.2232,6-12M,2-10L,True,True,True
LN02632,BR74776,Home,2023-12-05,5416000.0,11.32,180,62650.74,4674308.89,Current,29,0.03,24M+,50L+,False,False,False
LN02633,BR64256,Auto,2023-05-22,1083000.0,9.8,72,19954.43,622725.0,Current,36,0.08,24M+,10-50L,False,False,False
LN02634,BR95715,Business,2025-04-23,3097000.0,14.21,48,84956.7,2384044.79,60 DPD,13,0.1321,12-24M,10-50L,True,True,False
LN02635,BR75156,Personal,2023-12-09,652000.0,11.1,24,30418.59,97800.0,Current,24,0.13,12-24M,2-10L,True,False,False
LN02636,BR40161,Business,2023-02-06,1087000.0,19.96,60,28774.66,486432.5,90+ DPD,39,0.1896,24M+,10-50L,True,True,False
LN02637,BR65291,Personal,2025-08-13,419000.0,22.39,48,13289.92,352221.88,Current,9,0.2339,6-12M,2-10L,True,True,True
LN02638,BR10375,Home,2025-08-06,5837000.0,7.72,180,54842.01,5588927.5,60 DPD,9,0.03,6-12M,50L+,True,False,False
LN02639,BR72118,Personal,2025-12-27,234000.0,19.69,24,11874.21,192562.5,30 DPD,5,0.2469,0-6M,2-10L,True,False,True
LN02640,BR55789,Personal,2025-06-20,135000.0,16.05,24,6613.25,82406.25,Current,11,0.2205,6-12M,<2L,True,True,False
LN02641,BR28892,Home,2025-04-21,7409000.0,8.3,240,63362.26,7067877.29,Current,13,0.03,12-24M,50L+,False,False,False
LN02642,BR39437,Personal,2023-09-22,755000.0,14.02,60,17575.36,412733.33,Current,32,0.1502,24M+,2-10L,True,True,False
LN02643,BR28753,Business,2025-04-24,4386000.0,19.73,24,222650.9,2366612.5,60 DPD,13,0.1873,12-24M,10-50L,True,False,False
LN02644,BR65667,Personal,2025-12-09,666000.0,20.88,48,20580.19,607031.25,Current,5,0.2588,0-6M,2-10L,True,True,True
LN02645,BR96867,Home,2025-10-13,4035000.0,8.68,240,35477.71,3934965.62,Current,7,0.03,6-12M,10-50L,False,False,False
LN02646,BR87847,Personal,2025-09-02,432000.0,18.4,60,11064.18,383040.0,Current,8,0.194,6-12M,2-10L,True,False,True
LN02647,BR28517,Personal,2025-12-01,407000.0,15.41,24,19813.44,334927.08,Current,5,0.2041,0-6M,2-10L,True,False,False
LN02648,BR84603,Home,2024-09-17,9111000.0,8.24,120,111700.38,7820275.0,Current,20,0.06,12-24M,50L+,True,True,False
LN02649,BR71573,Personal,2025-03-31,156000.0,18.94,48,4659.48,117325.0,30 DPD,14,0.2494,12-24M,<2L,True,True,True
LN02650,BR49257,Auto,2023-02-16,1877000.0,9.95,48,47560.51,580696.88,90+ DPD,39,0.08,24M+,10-50L,True,False,False
LN02651,BR68192,Business,2023-10-12,785000.0,18.03,60,19946.65,440254.17,Current,31,0.1703,24M+,2-10L,True,True,False
LN02652,BR17864,Personal,2024-06-23,720000.0,17.65,12,65889.72,108000.0,Current,12,0.1865,6-12M,2-10L,True,True,False
LN02653,BR75967,Auto,2022-09-12,1697000.0,9.05,36,54003.65,254550.0,Current,36,0.08,24M+,10-50L,True,False,False
LN02654,BR65524,Personal,2026-01-09,709000.0,14.75,24,34292.88,608558.33,Current,4,0.1975,0-6M,2-10L,True,True,False
LN02655,BR43823,Personal,2022-12-24,401000.0,18.58,48,11901.26,109857.29,Current,41,0.1958,24M+,2-10L,True,True,True
LN02656,BR39794,Personal,2023-04-10,256000.0,10.94,60,5558.4,121813.33,Current,37,0.13,24M+,2-10L,True,False,False
LN02657,BR22050,Home,2025-03-16,9056000.0,11.92,300,94845.07,8696778.67,Current,14,0.03,12-24M,50L+,True,True,False
LN02658,BR62481,Home,2025-05-20,2455000.0,11.58,300,25098.04,2371530.0,Current,12,0.03,6-12M,10-50L,True,True,False
LN02659,BR83307,Home,2024-11-09,2384000.0,11.65,120,33722.86,2080040.0,Current,18,0.06,12-24M,10-50L,True,True,False
LN02660,BR71398,Auto,2025-08-26,1517000.0,12.96,84,27564.23,1378844.64,Current,9,0.0896,6-12M,10-50L,False,False,False
LN02661,BR63097,Personal,2024-04-30,208000.0,19.79,48,6306.27,115916.67,Current,25,0.2079,24M+,2-10L,True,True,True
LN02662,BR58690,Personal,2025-02-28,379000.0,21.06,48,11748.23,278328.12,30 DPD,15,0.2206,12-24M,2-10L,True,True,True
LN02663,BR23683,Auto,2024-12-29,1016000.0,13.55,72,20691.4,812094.44,60 DPD,17,0.0955,12-24M,10-50L,True,True,False
LN02664,BR53970,Auto,2024-01-20,1379000.0,9.6,36,44237.93,467327.78,Current,28,0.08,24M+,10-50L,True,False,False
LN02665,BR80984,Personal,2024-09-28,286000.0,12.08,12,25421.46,42900.0,30 DPD,12,0.1308,6-12M,2-10L,True,False,False
LN02666,BR11438,Personal,2025-09-20,207000.0,16.65,12,18845.02,89700.0,Current,8,0.1765,6-12M,2-10L,True,False,False
LN02667,BR93674,Business,2025-01-12,970000.0,19.2,48,29105.59,695166.67,Current,16,0.182,12-24M,2-10L,True,True,False
LN02668,BR84727,Auto,2024-09-26,372000.0,14.46,36,12797.35,196333.33,Current,20,0.1046,12-24M,2-10L,True,True,False
LN02669,BR73413,Home,2022-12-04,4274000.0,10.9,120,58632.68,3032759.17,Current,41,0.06,24M+,10-50L,True,False,False
LN02670,BR50449,Personal,2025-10-25,570000.0,11.04,12,50388.18,287375.0,Current,7,0.13,6-12M,2-10L,True,True,False
LN02671,BR62184,Auto,2024-02-01,1007000.0,12.46,36,33668.48,365037.5,Current,27,0.0846,24M+,10-50L,True,True,False
LN02672,BR61202,Personal,2024-12-28,558000.0,20.93,60,15073.81,423615.0,60 DPD,17,0.2193,12-24M,2-10L,True,True,True
LN02673,BR22763,Home,2025-05-11,6560000.0,9.55,240,61362.15,6281200.0,Current,12,0.03,6-12M,50L+,False,False,False
LN02674,BR76005,Business,2023-10-20,2740000.0,20.42,48,83993.56,1235854.17,30 DPD,31,0.1942,24M+,10-50L,True,True,False
LN02675,BR29685,Auto,2023-04-09,939000.0,9.61,36,30127.25,140850.0,Current,36,0.08,24M+,2-10L,True,False,False
LN02676,BR72515,Home,2022-10-17,8436000.0,8.52,120,104684.58,5866535.0,Current,43,0.06,24M+,50L+,True,True,False
LN02677,BR99440,Home,2024-06-16,8255000.0,9.09,120,104973.36,6910122.92,Current,23,0.06,12-24M,50L+,True,False,False
LN02678,BR22227,Home,2025-08-23,3211000.0,7.99,300,24761.75,3129119.5,Current,9,0.03,6-12M,10-50L,True,False,False
LN02679,BR95749,Auto,2024-11-16,378000.0,9.9,48,9568.91,257512.5,Current,18,0.08,12-24M,2-10L,True,False,False
LN02680,BR75748,Business,2025-03-08,2059000.0,21.73,36,78346.84,1378386.11,Current,14,0.2073,12-24M,10-50L,True,True,False
LN02681,BR54436,Business,2023-07-30,1707000.0,12.41,48,45296.25,679243.75,Current,34,0.1141,24M+,10-50L,True,True,False
LN02682,BR66479,Auto,2024-01-25,1012000.0,8.71,60,20865.31,610573.33,Current,28,0.08,24M+,10-50L,True,True,False
LN02683,BR90004,Auto,2023-11-30,256000.0,14.09,36,8760.67,74666.67,Current,30,0.1009,24M+,2-10L,True,True,False
LN02684,BR84304,Personal,2025-08-31,145000.0,12.87,60,3289.55,126512.5,Current,9,0.1887,6-12M,<2L,True,False,False
LN02685,BR28693,Business,2025-07-16,3619000.0,20.01,60,95901.5,3106308.33,30 DPD,10,0.1901,6-12M,10-50L,True,True,False
LN02686,BR21425,Personal,2023-01-07,302000.0,13.67,36,10273.31,45300.0,30 DPD,36,0.1467,24M+,2-10L,True,True,False
LN02687,BR32245,Home,2025-07-23,5966000.0,10.34,300,55649.51,5796963.33,Current,10,0.03,6-12M,50L+,True,True,False
LN02688,BR85564,Personal,2025-03-07,761000.0,12.79,36,25564.19,509447.22,Current,14,0.1379,12-24M,2-10L,True,True,False
LN02689,BR33486,Business,2024-02-08,567000.0,16.81,48,16305.13,295903.13,Current,27,0.1581,24M+,2-10L,True,True,False
LN02690,BR43557,Personal,2024-08-21,387000.0,18.2,48,11408.61,243084.38,60 DPD,21,0.192,12-24M,2-10L,True,True,True
LN02691,BR26248,Home,2022-06-10,4734000.0,10.8,300,45715.68,4103589.0,Current,47,0.03,24M+,10-50L,True,True,False
LN02692,BR47568,Auto,2023-05-08,1700000.0,9.75,84,28002.9,1080714.29,Closed,36,0.08,24M+,10-50L,False,False,False
LN02693,BR99205,Home,2023-10-17,6267000.0,9.16,300,53280.78,5716548.5,Current,31,0.03,24M+,50L+,False,False,False
LN02694,BR91871,Home,2023-08-13,3824000.0,8.14,180,36853.87,3228093.33,Current,33,0.03,24M+,10-50L,True,True,False
LN02695,BR64158,Personal,2023-12-28,129000.0,19.72,36,4775.72,40670.83,60 DPD,29,0.2572,24M+,<2L,True,False,True
LN02696,BR99463,Auto,2023-07-25,1911000.0,13.11,84,34879.23,1253525.0,Current,34,0.0911,24M+,10-50L,False,False,False
LN02697,BR17478,Personal,2022-08-09,713000.0,22.15,12,66784.28,106950.0,90+ DPD,12,0.2315,6-12M,2-10L,True,True,True
LN02698,BR23801,Home,2022-12-10,6273000.0,11.89,180,74843.18,5058477.5,Closed,41,0.03,24M+,50L+,False,False,False
LN02699,BR62334,Home,2023-12-24,9148000.0,7.87,240,75779.07,8208424.17,Current,29,0.03,24M+,50L+,True,False,False
LN02700,BR70591,Personal,2024-11-01,381000.0,18.39,12,35000.83,57150.0,Current,12,0.1939,6-12M,2-10L,True,False,True
LN02701,BR94211,Auto,2024-02-17,1979000.0,10.72,36,64527.83,717387.5,Current,27,0.08,24M+,10-50L,True,False,False
LN02702,BR33628,Personal,2023-06-24,651000.0,18.66,60,16765.74,328212.5,Current,35,0.1966,24M+,2-10L,True,True,True
LN02703,BR36145,Personal,2023-11-11,421000.0,20.52,12,39103.98,63150.0,60 DPD,12,0.2152,6-12M,2-10L,True,True,True
LN02704,BR54882,Auto,2024-03-29,1099000.0,10.14,72,20437.57,761668.06,30 DPD,26,0.08,24M+,10-50L,True,False,False
LN02705,BR72419,Business,2024-11-22,3485000.0,16.08,60,84896.64,2596325.0,Current,18,0.1508,12-24M,10-50L,True,False,False
LN02706,BR81444,Personal,2024-07-10,598000.0,13.77,12,53628.0,89700.0,Current,12,0.1477,6-12M,2-10L,True,False,False
LN02707,BR37979,Personal,2023-06-14,447000.0,14.41,24,21548.44,67050.0,Current,24,0.1541,12-24M,2-10L,True,False,False
LN02708,BR88784,Home,2022-11-25,2061000.0,10.45,240,20507.43,1754426.25,Closed,42,0.03,24M+,10-50L,False,False,False
LN02709,BR57381,Personal,2025-09-26,50000.0,12.21,48,1321.85,42916.67,Current,8,0.1821,6-12M,<2L,True,True,False
LN02710,BR37720,Business,2023-06-07,4403000.0,14.34,60,103227.87,2219845.83,30 DPD,35,0.1334,24M+,10-50L,True,True,False
LN02711,BR93320,Auto,2023-09-18,1295000.0,14.8,36,44764.87,316555.56,Current,32,0.108,24M+,10-50L,True,False,False
LN02712,BR45901,Personal,2025-08-13,561000.0,11.36,24,26240.86,382181.25,Current,9,0.13,6-12M,2-10L,True,False,False
LN02713,BR69168,Personal,2025-08-17,773000.0,17.78,48,22618.11,649803.12,Current,9,0.1878,6-12M,2-10L,True,True,False
LN02714,BR44006,Personal,2023-02-22,140000.0,20.0,48,4260.25,43312.5,Current,39,0.26,24M+,<2L,True,True,True
LN02715,BR66168,Home,2025-10-13,4365000.0,11.78,180,51771.12,4220712.5,Current,7,0.03,6-12M,10-50L,False,False,False
LN02716,BR55780,Personal,2024-06-02,278000.0,22.93,36,10751.16,127030.56,60 DPD,23,0.2393,12-24M,2-10L,True,False,True
LN02717,BR31061,Personal,2023-05-21,239000.0,17.71,48,6984.46,86637.5,30 DPD,36,0.1871,24M+,2-10L,True,True,False
LN02718,BR84752,Auto,2024-02-05,386000.0,14.6,72,8078.36,262962.5,Current,27,0.106,24M+,2-10L,False,False,False
LN02719,BR88266,Auto,2026-01-11,526000.0,12.98,72,10553.43,501161.11,60 DPD,4,0.1298,0-6M,2-10L,True,False,False
LN02720,BR85823,Personal,2025-08-25,352000.0,21.07,24,18099.85,239800.0,90+ DPD,9,0.2207,6-12M,2-10L,True,True,True
LN02721,BR51486,Business,2024-04-08,1070000.0,16.21,36,37729.05,438402.78,Current,25,0.1521,24M+,10-50L,True,True,False
LN02722,BR29331,Home,2025-03-29,4387000.0,9.13,120,55881.78,3951955.83,Current,14,0.06,12-24M,10-50L,False,False,False
LN02723,BR98335,Personal,2024-04-23,564000.0,16.39,48,16096.8,314312.5,Current,25,0.1739,24M+,2-10L,True,True,False
LN02724,BR10481,Personal,2024-08-11,662000.0,21.33,48,20616.97,415818.75,Current,21,0.2233,12-24M,2-10L,True,True,True
LN02725,BR93744,Home,2025-05-19,3686000.0,10.37,300,34460.87,3560676.0,Current,12,0.03,6-12M,10-50L,True,False,False
LN02726,BR34596,Personal,2025-07-16,227000.0,20.36,60,6059.67,194841.67,Closed,10,0.2136,6-12M,2-10L,False,False,True
LN02727,BR88766,Personal,2023-01-09,121000.0,10.59,48,3103.27,35291.67,Current,40,0.18,24M+,<2L,True,False,False
LN02728,BR35055,Personal,2024-11-15,102000.0,23.94,48,3322.0,69487.5,Current,18,0.2994,12-24M,<2L,True,True,True
LN02729,BR57683,Personal,2026-01-02,162000.0,13.75,60,3748.49,152820.0,Current,4,0.2375,0-6M,<2L,True,True,False
LN02730,BR75809,Business,2024-05-23,2841000.0,15.65,24,138629.56,426150.0,30 DPD,24,0.1465,12-24M,10-50L,True,True,False
LN02731,BR69768,Business,2023-04-15,2277000.0,15.35,24,110783.12,341550.0,Current,24,0.1435,12-24M,10-50L,True,True,False
LN02732,BR81102,Personal,2023-10-14,333000.0,14.78,48,9230.55,150196.88,30 DPD,31,0.1578,24M+,2-10L,True,True,False
LN02733,BR54017,Auto,2023-02-25,721000.0,12.04,72,14110.69,389039.58,Current,39,0.0804,24M+,2-10L,True,False,False
LN02734,BR58905,Personal,2025-02-05,193000.0,16.0,12,17511.06,28950.0,Current,12,0.22,6-12M,<2L,True,True,False
LN02735,BR81141,Business,2022-12-26,2198000.0,18.64,36,80170.42,329700.0,Current,36,0.1764,24M+,10-50L,True,True,False
LN02736,BR96455,Personal,2023-12-12,145000.0,11.29,48,3768.05,70536.46,Current,29,0.18,24M+,<2L,True,True,False
LN02737,BR91313,Personal,2022-07-13,168000.0,12.85,48,4494.52,31150.0,60 DPD,46,0.1885,24M+,<2L,True,False,False
LN02738,BR23606,Auto,2025-08-05,229000.0,11.9,36,7595.14,180337.5,30 DPD,9,0.08,6-12M,2-10L,True,True,False
LN02739,BR63907,Personal,2022-06-11,430000.0,18.1,12,39442.86,64500.0,Closed,12,0.191,6-12M,2-10L,False,False,True
LN02740,BR91766,Personal,2023-04-21,271000.0,20.4,12,25155.86,40650.0,90+ DPD,12,0.214,6-12M,2-10L,True,True,True
LN02741,BR86183,Business,2022-07-14,1367000.0,12.98,24,64976.83,205050.0,Current,24,0.1198,12-24M,10-50L,True,True,False
LN02742,BR65134,Business,2022-05-05,2075000.0,17.51,24,103101.91,311250.0,90+ DPD,24,0.1651,12-24M,10-50L,True,False,False
LN02743,BR82297,Personal,2024-11-01,144000.0,18.46,24,7221.12,52200.0,90+ DPD,18,0.2446,12-24M,<2L,True,True,True
LN02744,BR71548,Home,2025-06-11,2827000.0,9.53,300,24758.38,2738891.83,Current,11,0.03,6-12M,10-50L,True,False,False
LN02745,BR70810,Auto,2024-02-13,1263000.0,8.68,36,39975.23,457837.5,Current,27,0.08,24M+,10-50L,False,False,False
LN02746,BR61879,Home,2022-06-21,7325000.0,11.07,300,72164.28,6349554.17,Current,47,0.03,24M+,50L+,True,True,False
LN02747,BR76527,Home,2023-12-26,2374000.0,10.7,120,32300.01,1886340.83,Current,29,0.06,24M+,10-50L,True,False,False
LN02748,BR44668,Auto,2024-08-01,244000.0,10.88,60,5290.56,171410.0,Current,21,0.08,12-24M,2-10L,False,False,False
LN02749,BR10544,Personal,2023-10-05,552000.0,13.42,36,18710.93,147966.67,Current,31,0.1442,24M+,2-10L,True,False,False
LN02750,BR30103,Home,2025-11-26,9219000.0,11.09,300,90957.1,9062277.0,Closed,6,0.07,0-6M,50L+,False,False,False
LN02751,BR88636,Business,2023-03-06,4903000.0,12.11,48,129379.76,1603689.58,90+ DPD,38,0.1111,24M+,10-50L,True,False,False
LN02752,BR84997,Home,2024-03-16,4716000.0,11.37,240,49871.05,4281735.0,90+ DPD,26,0.03,24M+,10-50L,True,False,False
LN02753,BR61296,Personal,2024-09-23,786000.0,18.79,48,23414.48,507625.0,Current,20,0.1979,12-24M,2-10L,True,True,True
LN02754,BR16760,Auto,2022-08-18,354000.0,9.28,48,8856.45,71906.25,Current,45,0.08,24M+,2-10L,True,True,False
LN02755,BR93397,Auto,2023-09-06,240000.0,13.72,84,4460.56,162285.71,Current,32,0.0972,24M+,2-10L,False,False,False
LN02756,BR51697,Personal,2025-02-10,543000.0,15.43,48,15230.72,398765.62,Current,15,0.1643,12-24M,2-10L,True,True,False
LN02757,BR26558,Home,2023-08-20,7264000.0,9.04,180,73849.27,6132026.67,Current,33,0.03,24M+,50L+,True,False,False
LN02758,BR61381,Personal,2025-06-03,102000.0,18.45,60,2615.16,86105.0,30 DPD,11,0.2445,6-12M,<2L,True,True,True
LN02759,BR52258,Home,2022-12-26,7680000.0,9.79,240,73048.29,6564800.0,Current,41,0.03,24M+,50L+,False,False,False
LN02760,BR67333,Home,2025-07-25,4583000.0,7.62,180,42798.1,4366580.56,Current,10,0.03,6-12M,10-50L,False,False,False
LN02761,BR30060,Personal,2022-07-24,782000.0,22.29,12,73299.99,117300.0,30 DPD,12,0.2329,6-12M,2-10L,True,True,True
LN02762,BR20324,Personal,2022-08-15,491000.0,21.94,12,45940.66,73650.0,Current,12,0.2294,6-12M,2-10L,True,False,True
LN02763,BR27111,Home,2025-12-11,1162000.0,7.84,300,8845.69,1145538.33,Current,5,0.07,0-6M,10-50L,True,True,False
LN02764,BR56939,Home,2022-07-12,9725000.0,10.62,300,92656.41,8457508.33,Current,46,0.03,24M+,50L+,True,False,False
LN02765,BR39065,Personal,2024-09-28,192000.0,20.91,24,9857.56,56000.0,90+ DPD,20,0.2691,12-24M,<2L,True,True,True
LN02766,BR42145,Auto,2024-12-31,1312000.0,12.51,60,29523.97,996026.67,Current,17,0.0851,12-24M,10-50L,True,True,False
LN02767,BR46040,Personal,2024-08-16,671000.0,21.14,48,20828.54,421471.88,90+ DPD,21,0.2214,12-24M,2-10L,True,True,True
LN02768,BR93674,Personal,2025-04-12,582000.0,13.4,12,52091.94,87300.0,Current,12,0.144,6-12M,2-10L,True,True,False
LN02769,BR88105,Personal,2025-07-04,201000.0,12.91,60,4564.11,172525.0,Current,10,0.1391,6-12M,2-10L,True,True,False
LN02770,BR44340,Personal,2025-06-26,364000.0,17.37,12,33262.48,80383.33,Current,11,0.1837,6-12M,2-10L,True,False,False
LN02771,BR57369,Home,2025-07-25,3436000.0,7.63,180,32106.51,3273744.44,90+ DPD,10,0.03,6-12M,10-50L,True,False,False
LN02772,BR12877,Home,2023-11-23,4562000.0,8.84,180,45837.64,3915716.67,Current,30,0.03,24M+,10-50L,True,False,False
LN02773,BR92009,Business,2025-09-03,3860000.0,20.58,60,103516.07,3422533.33,Current,8,0.1958,6-12M,10-50L,True,True,False
LN02774,BR59185,Home,2024-11-27,2178000.0,10.63,120,29547.61,1900305.0,Current,18,0.06,12-24M,10-50L,True,False,False
LN02775,BR31116,Personal,2022-07-14,381000.0,11.38,36,12542.13,57150.0,30 DPD,36,0.13,24M+,2-10L,True,True,False
LN02776,BR33419,Auto,2024-05-30,427000.0,14.32,48,11737.06,245525.0,Closed,24,0.1032,12-24M,2-10L,False,False,False
LN02777,BR55453,Business,2025-06-05,2591000.0,19.44,24,131163.29,1581589.58,Current,11,0.1844,6-12M,10-50L,True,True,False
LN02778,BR10657,Home,2022-08-23,8228000.0,9.44,300,71544.89,7178930.0,60 DPD,45,0.03,24M+,50L+,True,False,False
LN02779,BR25937,Auto,2023-02-28,1032000.0,14.59,48,28507.31,319275.0,90+ DPD,39,0.1059,24M+,10-50L,True,True,False
LN02780,BR13019,Home,2022-09-08,5164000.0,11.03,180,58791.18,4091035.56,Closed,44,0.03,24M+,50L+,False,False,False
LN02781,BR38351,Auto,2023-03-20,1198000.0,9.26,84,19433.17,737340.48,90+ DPD,38,0.08,24M+,10-50L,True,False,False
LN02782,BR13866,Home,2025-06-10,9713000.0,10.89,240,99530.35,9334597.71,Current,11,0.03,6-12M,50L+,True,True,False
LN02783,BR26591,Auto,2025-04-23,259000.0,11.28,60,5667.52,211300.83,60 DPD,13,0.08,12-24M,2-10L,True,False,False
LN02784,BR22054,Home,2024-07-20,8470000.0,7.72,240,69377.66,7810045.83,Current,22,0.03,12-24M,50L+,False,False,False
LN02785,BR71216,Business,2022-12-29,2968000.0,13.97,48,81060.32,813108.33,Current,41,0.1297,24M+,10-50L,True,False,False
LN02786,BR62421,Personal,2023-08-22,261000.0,17.67,48,7621.94,108478.12,Current,33,0.1867,24M+,2-10L,True,True,False
LN02787,BR46842,Personal,2024-09-06,169000.0,21.47,24,8723.24,49291.67,90+ DPD,20,0.2747,12-24M,<2L,True,True,True
LN02788,BR87015,Personal,2025-07-05,225000.0,16.62,48,6448.23,185156.25,30 DPD,10,0.1762,6-12M,2-10L,True,True,False
LN02789,BR73941,Home,2025-02-26,7872000.0,9.51,240,73428.78,7453800.0,Current,15,0.03,12-24M,50L+,False,False,False
LN02790,BR45608,Auto,2023-08-02,1313000.0,8.79,72,23530.91,801477.08,Current,33,0.08,24M+,10-50L,True,False,False
LN02791,BR60206,Personal,2022-08-05,378000.0,15.86,36,13263.25,56700.0,Current,36,0.1686,24M+,2-10L,True,True,False
LN02792,BR59015,Auto,2024-12-18,1245000.0,10.72,72,23519.26,995135.42,30 DPD,17,0.08,12-24M,10-50L,True,True,False
LN02793,BR14424,Personal,2023-07-26,220000.0,18.27,12,20197.88,33000.0,Current,12,0.1927,6-12M,2-10L,True,True,True
LN02794,BR89152,Home,2022-10-18,5634000.0,8.27,240,48076.13,4775988.75,Current,43,0.03,24M+,50L+,True,False,False
LN02795,BR25027,Auto,2024-02-10,1735000.0,9.81,84,28633.01,1260973.21,30 DPD,27,0.08,24M+,10-50L,True,True,False
LN02796,BR34368,Home,2024-04-11,9780000.0,9.0,180,99195.27,8625416.67,Current,25,0.03,24M+,50L+,False,False,False
LN02797,BR96108,Home,2024-09-16,1812000.0,10.23,240,17763.21,1683650.0,Current,20,0.03,12-24M,10-50L,True,False,False
LN02798,BR51215,Personal,2024-01-01,769000.0,20.16,36,28641.53,260605.56,Current,28,0.2116,24M+,2-10L,True,True,True
LN02799,BR11428,Auto,2026-01-12,1467000.0,12.13,36,48816.53,1328450.0,30 DPD,4,0.1213,0-6M,10-50L,True,False,False
LN02800,BR52147,Home,2024-11-20,8725000.0,11.81,240,94916.56,8168781.25,Current,18,0.03,12-24M,50L+,False,False,False
LN02801,BR47173,Home,2022-12-08,9384000.0,10.12,180,101530.96,7567153.33,Current,41,0.03,24M+,50L+,False,False,False
LN02802,BR83525,Home,2023-02-17,5090000.0,8.44,180,49944.39,4152591.67,Current,39,0.03,24M+,50L+,True,True,False
LN02803,BR97994,Personal,2022-09-05,231000.0,17.38,36,8279.53,34650.0,30 DPD,36,0.1838,24M+,2-10L,True,False,False
LN02804,BR65279,Personal,2022-11-13,386000.0,23.74,12,36451.45,57900.0,60 DPD,12,0.2474,6-12M,2-10L,True,True,True
LN02805,BR35971,Personal,2024-04-21,389000.0,12.3,48,10301.25,216786.46,30 DPD,25,0.133,24M+,2-10L,True,True,False
LN02806,BR75359,Personal,2025-10-22,632000.0,18.2,24,31613.14,475316.67,90+ DPD,7,0.192,6-12M,2-10L,True,True,True
LN02807,BR26265,Auto,2024-07-18,470000.0,12.0,36,15610.73,225861.11,Current,22,0.08,12-24M,2-10L,True,True,False
LN02808,BR87485,Personal,2025-02-15,221000.0,10.66,48,5675.44,162296.88,Current,15,0.13,12-24M,2-10L,True,False,False
LN02809,BR47360,Personal,2024-10-04,282000.0,12.08,48,7437.22,187118.75,Current,19,0.1308,12-24M,2-10L,False,False,False
LN02810,BR85465,Business,2022-06-23,1889000.0,13.3,24,90072.92,283350.0,Current,24,0.123,12-24M,10-50L,True,False,False
LN02811,BR62797,Personal,2023-07-01,491000.0,11.36,12,43477.89,73650.0,Current,12,0.13,6-12M,2-10L,True,False,False
LN02812,BR15127,Business,2023-02-04,4827000.0,14.47,24,232831.39,724050.0,Current,24,0.1347,12-24M,10-50L,True,True,False
LN02813,BR71589,Home,2022-06-21,1199000.0,10.38,240,11874.08,999416.46,Closed,47,0.03,24M+,10-50L,False,False,False
LN02814,BR46002,Home,2023-10-04,3431000.0,8.43,120,42411.15,2677609.58,Current,31,0.06,24M+,10-50L,True,True,False
LN02815,BR82935,Auto,2024-02-23,949000.0,9.26,60,19819.65,586007.5,30 DPD,27,0.08,24M+,2-10L,True,True,False
LN02816,BR61554,Auto,2023-04-26,1217000.0,14.01,60,28323.77,579089.17,90+ DPD,37,0.1001,24M+,10-50L,True,False,False
LN02817,BR94029,Personal,2023-07-16,639000.0,19.59,36,23614.25,126025.0,90+ DPD,34,0.2059,24M+,2-10L,True,True,True
